lane,lane_label,run_id,item_id,batch_label,condition,difficulty,correct_key,seed_doc_path,lane_decision,lane_source_alignment,lane_distractor_quality,lane_stem_clarity,lane_difficulty_match_raw,lane_difficulty_match_pass,reviewer_decision,agrees_with_reviewer,flag_ambiguity,chunks_support_question,correct_answer_verifiable,distractors_clearly_wrong,reviewer_source_call_accurate,lane_notes
codex,Codex,20260330_003121Z_local_local,item_44,local-local,local/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,4,3,4,5,True,REVISE,True,True,True,False,False,True,The keyed option is not the best-supported explanation. The passage more directly supports increased availability of desired movies because Blockbuster could justify buying more copies after the breakeven drop. Revise the stem or options.
claude,Claude,20260330_003121Z_local_local,item_45,local-local,local/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,4,4,True,ACCEPT,True,False,True,True,True,True,"Chunk explicitly states the ZIO condition; C correctly rephrases it as 'never optimal to carry inventory into a period when an order is placed.' D is also a true property of ZIO (covered demand for several consecutive periods) but is a different statement, making it a good distractor requiring careful distinction."
codex,Codex,20260330_003121Z_local_local,item_45,local-local,local/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Valid restatement of the ZIO implication with one clearly supported correct answer.
claude,Claude,20260330_003121Z_local_local,item_46,local-local,local/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REJECT,3,3,1,3,False,REVISE,False,True,True,True,False,False,"Question stem is None; options are declarative statements about the capacitated DELS model. While answer A correctly states the ZICO condition, the absence of a stem makes this item non-functional as an MCQ."
codex,Codex,20260330_003121Z_local_local,item_46,local-local,local/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REVISE,5,2,1,4,True,REVISE,True,True,True,True,False,True,"Missing stem again. Several options are independently true statements from the source, so the row needs a real question and a single discriminating answer set."
claude,Claude,20260330_003121Z_local_local,item_47,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,4,3,4,4,True,ACCEPT,True,False,True,True,True,True,"Chunks support that U.S. agricultural stock prices rose and that infrastructure improvements helped ease congestion pressures, grounding B. The item is clean with plausible distractors, though infrastructure improvements is mentioned briefly in the chunk context."
codex,Codex,20260330_003121Z_local_local,item_47,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,4,3,5,5,True,ACCEPT,False,True,True,False,False,False,"Infrastructure improvements are mentioned as something that could further ease pressures, not as the demonstrated reason stock prices already increased. The item overclaims causality and should be revised."
claude,Claude,20260330_003121Z_local_local,item_48,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,3,5,5,True,ACCEPT,True,False,True,True,True,True,"Chunk explicitly states that U.S. agricultural sector stock price indices rose substantially despite supply chain pressures, directly grounding B. Distractors A and C are clearly contradicted by the chunk."
codex,Codex,20260330_003121Z_local_local,item_48,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Clean descriptive item. The trend is stated explicitly in the source.
claude,Claude,20260330_003121Z_local_local,item_49,local-local,local/local,easy,B|A|C|D,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REJECT,2,2,1,2,False,REVISE,False,True,True,False,False,False,Question stem is None with a garbled multi-part correct key — structurally broken item requiring complete rewrite.
codex,Codex,20260330_003121Z_local_local,item_49,local-local,local/local,easy,B|A|C|D,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REJECT,2,1,1,2,False,REVISE,False,True,False,False,False,False,Malformed multi-question row with no stem and a multi-answer key. Reject and regenerate as a single MCQ.
claude,Claude,20260330_003121Z_local_local,item_5,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,"Chunk 1 provides a verbatim definition matching answer B. The distractors are clearly wrong to anyone familiar with the concept, appropriate for an easy item."
codex,Codex,20260330_003121Z_local_local,item_5,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,"Direct definition item with strong source support. One distractor echoes nearby source language, but it still does not compete seriously with the correct answer."
claude,Claude,20260330_003121Z_local_local,item_50,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,3,5,5,True,ACCEPT,True,False,True,True,True,True,"Chunk directly states that consolidating inventory reduces combined demand variability (lower CV), grounding B. This is a clean, well-grounded item though it is a near-duplicate of several other risk-pooling questions in this batch."
codex,Codex,20260330_003121Z_local_local,item_50,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Risk-pooling benefit is stated directly and the distractors are sufficiently distinct for an easy item.
claude,Claude,20260330_003121Z_local_local,item_6,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,ACCEPT,5,3,4,4,True,ACCEPT,True,False,True,True,True,True,"Chunk 0 directly states the relationship between lead times and inventory per Little's Law, grounding answer B. Option C's absolute phrasing is easily dismissed; the item is slightly generous on distractor quality for an easy item."
codex,Codex,20260330_003121Z_local_local,item_6,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Directly supported by the Little's Law chunk and framed cleanly for an easy item.
claude,Claude,20260330_003121Z_local_local,item_7,local-local,local/local,easy,B|A|C|D,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REJECT,2,2,1,2,False,REVISE,False,True,True,False,False,False,"Same structural failure as item_3: question stem is None and options are themselves separate questions, with correct_key B|A|C|D indicating a garbled multi-question item that cannot be used as a single MCQ."
codex,Codex,20260330_003121Z_local_local,item_7,local-local,local/local,easy,B|A|C|D,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REJECT,2,1,1,2,False,REVISE,False,True,False,False,False,False,"Broken item format. No stem is present, the options are separate questions, and the answer key maps to all options. This needs regeneration, not normal revision."
claude,Claude,20260330_003121Z_local_local,item_8,local-local,local/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,4,3,4,4,True,REVISE,True,False,True,True,False,True,"Chunk 0 references scale economies and logistical optimization relevant to dispersed supply chains, loosely grounding answer C. However, option B (minimizing transportation costs) is a plausible distractor that could mislead test-takers since transportation is prominently discussed, warranting revision."
codex,Codex,20260330_003121Z_local_local,item_8,local-local,local/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,2,2,4,3,False,REVISE,True,True,False,False,False,True,"The intended idea is plausible, but the retrieved context does not cleanly support the specific phrasing about dispersed supply chains. Revise the stem and answer set to track the source more directly."
claude,Claude,20260330_003121Z_local_local,item_9,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,ACCEPT,5,3,4,4,True,ACCEPT,True,False,True,True,True,True,"Chunk directly supports the relationship between lead times and inventory amplification per Little's Law, grounding B. This item is nearly identical to item_6; distractor quality is moderate for an easy item but the correct answer is clearly verifiable."
codex,Codex,20260330_003121Z_local_local,item_9,local-local,local/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,"Same judgment as item 6: clean, source-grounded, and appropriate for the stated difficulty."
claude,Claude,20260330_030124Z_local_local,item_1,local-local,local/local,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,4,5,True,ACCEPT,True,False,True,True,True,True,"Chunk explicitly describes 'on' focus as separate facilities dedicated to specific volume-process combinations, using the exact Detroit/Fremont example in option B. Distractor A correctly describes focus 'off,' requiring knowledge to distinguish."
codex,Codex,20260330_030124Z_local_local,item_1,local-local,local/local,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Good medium application item. The focus-on versus focus-off contrast is explicit in the source.
claude,Claude,20260330_030124Z_local_local,item_10,local-local,local/local,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,4,5,True,ACCEPT,True,False,True,True,True,True,"Chunk from empirical analysis explicitly names destination port congestion and fuel prices as factors driving higher shipping rates, grounding D. Option C is a near-miss (port congestion is correct but increased fleet capacity would decrease rates), making it a strong distractor requiring careful reading."
codex,Codex,20260330_030124Z_local_local,item_10,local-local,local/local,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,The freight-rate drivers are explicitly listed and the keyed combination is well grounded.
claude,Claude,20260330_030124Z_local_local,item_11,local-local,local/local,medium,A,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REVISE,4,3,4,5,True,ACCEPT,False,True,True,True,False,True,"The chunk lists both 'exploiting economies of scale' (A) and 'maintaining competitive position' (B) as part of the transaction motive, creating genuine ambiguity between A and B for a knowledgeable test-taker. The item should specify which aspect of the transaction motive is being asked about."
codex,Codex,20260330_030124Z_local_local,item_11,local-local,local/local,medium,A,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Transaction motive is defined directly and contrasted cleanly with the other motives.
claude,Claude,20260330_030124Z_local_local,item_12,local-local,local/local,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,3,3,4,5,True,REVISE,True,False,True,True,True,False,"The retrieved chunks discuss global supply chain challenges broadly but do not explicitly enumerate 'exploiting scale economies, optimizing logistics, achieving operational focus' as a defined list of dispersed supply chain strategic concerns. While D (reducing product variety) is clearly not mentioned, the grounding for A, B, C relies on inference rather than direct chunk support."
